,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
906,"CHOICE INTERNATIONAL LLC Z",4256686,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
910,"PRO CUT INTERNATIONAL LLC",2628557,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,83,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
911,"ECO TEKK INTERNATIONAL LLC",2840226,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
912,"GLO CONE INTERNATIONAL LLC",4039751,"n","US319116437L","FMC INTERNATIONAL LLC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
913,"BARNEL INTERNATIONAL INC",2779620,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,68,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
915,"ZEPHYR INTERNATIONAL INC",17532134,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
918,"RIVET INTERNATIONAL INC",3331130,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,82,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
919,"PIVOT INTERNATIONAL INC",3576148,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
920,"SPEC INTERNATIONAL INC",2421074,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
921,"PRIMANOVA INTERNATIONAL INC",3255995,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
923,"POLYHISTOR INTERNATIONAL INC",2434219,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
928,"YUNTEK INTERNATIONAL INC",2919426,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
932,"TLC INTERNATIONAL INC",2200888,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
934,"ROWE INTERNATIONAL INC",2347002,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,83,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
937,"PROLIANCE INTERNATIONAL INC",63137,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
938,"LIAISON INTERNATIONAL INC",4021689,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
940,"XM INTERNATIONAL INC",2753354,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
943,"SBEMCO INTERNATIONAL INC",2749557,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
945,"MARRIOTT INTERNATIONAL INC",3727812,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,77,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
950,"REDPOINT INTERNATIONAL INC",4130270,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
952,"KORTEAM INTERNATIONAL INC",2986785,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
953,"XCO INTERNATIONAL INC",1155838,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
954,"VAS INTERNATIONAL INC",2817289,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
955,"UNILEAD INTERNATIONAL INC",2263385,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,82,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
957,"POWERS INTERNATIONAL INC",928555,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
959,"MEDAX INTERNATIONAL INC",2404844,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,82,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
961,"ENCON INTERNATIONAL INC",3777302,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,69,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
964,"REMCO INTERNATIONAL INC",944152,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,86,1,1,71,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
965,"STRANDTEK INTERNATIONAL INC",3258864,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
967,"ORA INTERNATIONAL INC",3540111,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
969,"TSE INTERNATIONAL INC",4142191,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
971,"LENMARK INTERNATIONAL INC",3783017,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
973,"NUSKIN INTERNATIONAL INC",2254206,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
975,"RBA INTERNATIONAL INC",2562636,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
980,"ME INTERNATIONAL INC",3195080,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,83,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
981,"NORSTAR INTERNATIONAL INC",3368734,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,82,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
982,"SPARKER INTERNATIONAL INC",3969332,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
984,"AR INTERNATIONAL INC",2654320,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,74,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
985,"KRUGER INTERNATIONAL INC",3300260,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
986,"RAINTECH INTERNATIONAL INC",2539568,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,77,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
988,"VST INTERNATIONAL INC",936985,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
990,"VIDPRO INTERNATIONAL INC",2481463,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,80,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
991,"USI INTERNATIONAL INC",2609479,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
992,"PXE INTERNATIONAL INC",3719408,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
993,"SVI INTERNATIONAL INC",2390855,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
994,"KAKO INTERNATIONAL INC",2000272,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
995,"PEAK INTERNATIONAL INC",2409265,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
997,"ITBD INTERNATIONAL INC",16541485,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
998,"LAI INTERNATIONAL INC",4249301,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,81,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1000,"WOODSTOCK INTERNATIONAL INC",1804229,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,79,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1003,"SAFEPLAY INTERNATIONAL INC",3534740,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,77,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1004,"SWISHER INTERNATIONAL INC",3478247,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,75,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1005,"ECHELON INTERNATIONAL INC",2631028,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",1,10,67,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1006,"AMSCO ENGINEERED PRODUCTS",2597413,"n","US273160376L","ALCOA ENGINEERED STRUCTUR","original",1,10,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1007,"AMSCO ENGINEERED PRODUCTS",2597413,"n","US273160376L","ALCOA ENGINEERED STRUCTUR","original",1,10,76,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
